"id_distrito","departamento","distrito","sexo","edad","condicion_actividad_economica","poblacion"
"1306","Belgrano","Armstrong","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",87
"1306","Belgrano","Armstrong","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",55
"1306","Belgrano","Armstrong","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",30
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Económicamente activa - Ocupada",16
"1301","Belgrano","Bouquet","Varones","de 14 años","Económicamente activa - Ocupada",4
"1301","Belgrano","Bouquet","Varones","de 15 a 19 años","Económicamente activa - Ocupada",39
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Económicamente activa - Ocupada",40
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Económicamente activa - Ocupada",36
"1301","Belgrano","Bouquet","Varones","de 30 a 34 años","Económicamente activa - Ocupada",48
"1301","Belgrano","Bouquet","Varones","de 35 a 39 años","Económicamente activa - Ocupada",50
"1301","Belgrano","Bouquet","Varones","de 40 a 44 años","Económicamente activa - Ocupada",44
"1301","Belgrano","Bouquet","Varones","de 45 a 49 años","Económicamente activa - Ocupada",46
"1301","Belgrano","Bouquet","Varones","de 50 a 54 años","Económicamente activa - Ocupada",33
"1301","Belgrano","Bouquet","Varones","de 55 a 59 años","Económicamente activa - Ocupada",28
"1301","Belgrano","Bouquet","Varones","de 60 a 64 años","Económicamente activa - Ocupada",28
"1301","Belgrano","Bouquet","Varones","de 65 a 69 años","Económicamente activa - Ocupada",14
"1301","Belgrano","Bouquet","Varones","de 70 a 74 años","Económicamente activa - Ocupada",12
"1301","Belgrano","Bouquet","Varones","de 75 a 79 años","Económicamente activa - Ocupada",6
"1301","Belgrano","Bouquet","Varones","de 80 y más años","Económicamente activa - Ocupada",3
"1301","Belgrano","Bouquet","Mujeres","de 14 años","Económicamente activa - Ocupada",3
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",15
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",25
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",27
"1301","Belgrano","Bouquet","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",28
"1301","Belgrano","Bouquet","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",29
"1301","Belgrano","Bouquet","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",33
"1301","Belgrano","Bouquet","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",22
"1301","Belgrano","Bouquet","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",27
"1301","Belgrano","Bouquet","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",14
"1301","Belgrano","Bouquet","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",13
"1301","Belgrano","Bouquet","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",9
"1301","Belgrano","Bouquet","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",6
"1301","Belgrano","Bouquet","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",2
"1301","Belgrano","Bouquet","Mujeres","de 80 y más años","Económicamente activa - Ocupada",2
"1303","Belgrano","Las Parejas","Varones","de 14 años","Económicamente activa - Ocupada",23
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Económicamente activa - Ocupada",281
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Económicamente activa - Ocupada",445
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Económicamente activa - Ocupada",503
"1303","Belgrano","Las Parejas","Varones","de 30 a 34 años","Económicamente activa - Ocupada",507
"1303","Belgrano","Las Parejas","Varones","de 35 a 39 años","Económicamente activa - Ocupada",396
"1303","Belgrano","Las Parejas","Varones","de 40 a 44 años","Económicamente activa - Ocupada",334
"1303","Belgrano","Las Parejas","Varones","de 45 a 49 años","Económicamente activa - Ocupada",356
"1303","Belgrano","Las Parejas","Varones","de 50 a 54 años","Económicamente activa - Ocupada",300
"1303","Belgrano","Las Parejas","Varones","de 55 a 59 años","Económicamente activa - Ocupada",308
"1303","Belgrano","Las Parejas","Varones","de 60 a 64 años","Económicamente activa - Ocupada",219
"1303","Belgrano","Las Parejas","Varones","de 65 a 69 años","Económicamente activa - Ocupada",129
"1303","Belgrano","Las Parejas","Varones","de 70 a 74 años","Económicamente activa - Ocupada",75
"1303","Belgrano","Las Parejas","Varones","de 75 a 79 años","Económicamente activa - Ocupada",36
"1303","Belgrano","Las Parejas","Varones","de 80 y más años","Económicamente activa - Ocupada",24
"1303","Belgrano","Las Parejas","Mujeres","de 14 años","Económicamente activa - Ocupada",20
"1303","Belgrano","Las Parejas","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",136
"1303","Belgrano","Las Parejas","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",236
"1303","Belgrano","Las Parejas","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",338
"1303","Belgrano","Las Parejas","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",352
"1303","Belgrano","Las Parejas","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",309
"1303","Belgrano","Las Parejas","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",234
"1303","Belgrano","Las Parejas","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",209
"1303","Belgrano","Las Parejas","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",210
"1303","Belgrano","Las Parejas","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",183
"1303","Belgrano","Las Parejas","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",118
"1303","Belgrano","Las Parejas","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",70
"1303","Belgrano","Las Parejas","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",42
"1303","Belgrano","Las Parejas","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",18
"1303","Belgrano","Las Parejas","Mujeres","de 80 y más años","Económicamente activa - Ocupada",14
"1302","Belgrano","Las Rosas","Varones","de 14 años","Económicamente activa - Ocupada",16
"1302","Belgrano","Las Rosas","Varones","de 15 a 19 años","Económicamente activa - Ocupada",230
"1302","Belgrano","Las Rosas","Varones","de 20 a 24 años","Económicamente activa - Ocupada",439
"1302","Belgrano","Las Rosas","Varones","de 25 a 29 años","Económicamente activa - Ocupada",408
"1302","Belgrano","Las Rosas","Varones","de 30 a 34 años","Económicamente activa - Ocupada",464
"1302","Belgrano","Las Rosas","Varones","de 35 a 39 años","Económicamente activa - Ocupada",432
"1302","Belgrano","Las Rosas","Varones","de 40 a 44 años","Económicamente activa - Ocupada",378
"1302","Belgrano","Las Rosas","Varones","de 45 a 49 años","Económicamente activa - Ocupada",362
"1302","Belgrano","Las Rosas","Varones","de 50 a 54 años","Económicamente activa - Ocupada",329
"1302","Belgrano","Las Rosas","Varones","de 55 a 59 años","Económicamente activa - Ocupada",283
"1302","Belgrano","Las Rosas","Varones","de 60 a 64 años","Económicamente activa - Ocupada",245
"1302","Belgrano","Las Rosas","Varones","de 65 a 69 años","Económicamente activa - Ocupada",119
"1302","Belgrano","Las Rosas","Varones","de 70 a 74 años","Económicamente activa - Ocupada",64
"1302","Belgrano","Las Rosas","Varones","de 75 a 79 años","Económicamente activa - Ocupada",41
"1302","Belgrano","Las Rosas","Varones","de 80 y más años","Económicamente activa - Ocupada",20
"1302","Belgrano","Las Rosas","Mujeres","de 14 años","Económicamente activa - Ocupada",11
"1302","Belgrano","Las Rosas","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",125
"1302","Belgrano","Las Rosas","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",219
"1302","Belgrano","Las Rosas","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",287
"1302","Belgrano","Las Rosas","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",332
"1302","Belgrano","Las Rosas","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",264
"1302","Belgrano","Las Rosas","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",260
"1302","Belgrano","Las Rosas","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",240
"1302","Belgrano","Las Rosas","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",215
"1302","Belgrano","Las Rosas","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",227
"1302","Belgrano","Las Rosas","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",121
"1302","Belgrano","Las Rosas","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",71
"1302","Belgrano","Las Rosas","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",41
"1302","Belgrano","Las Rosas","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",24
"1302","Belgrano","Las Rosas","Mujeres","de 80 y más años","Económicamente activa - Ocupada",17
"1304","Belgrano","Montes de Oca","Varones","de 14 años","Económicamente activa - Ocupada",3
"1304","Belgrano","Montes de Oca","Varones","de 15 a 19 años","Económicamente activa - Ocupada",44
"1304","Belgrano","Montes de Oca","Varones","de 20 a 24 años","Económicamente activa - Ocupada",92
"1304","Belgrano","Montes de Oca","Varones","de 25 a 29 años","Económicamente activa - Ocupada",77
"1304","Belgrano","Montes de Oca","Varones","de 30 a 34 años","Económicamente activa - Ocupada",104
"1304","Belgrano","Montes de Oca","Varones","de 35 a 39 años","Económicamente activa - Ocupada",105
"1304","Belgrano","Montes de Oca","Varones","de 40 a 44 años","Económicamente activa - Ocupada",68
"1304","Belgrano","Montes de Oca","Varones","de 45 a 49 años","Económicamente activa - Ocupada",84
"1304","Belgrano","Montes de Oca","Varones","de 50 a 54 años","Económicamente activa - Ocupada",79
"1304","Belgrano","Montes de Oca","Varones","de 55 a 59 años","Económicamente activa - Ocupada",80
"1304","Belgrano","Montes de Oca","Varones","de 60 a 64 años","Económicamente activa - Ocupada",71
"1304","Belgrano","Montes de Oca","Varones","de 65 a 69 años","Económicamente activa - Ocupada",39
"1304","Belgrano","Montes de Oca","Varones","de 70 a 74 años","Económicamente activa - Ocupada",30
"1304","Belgrano","Montes de Oca","Varones","de 75 a 79 años","Económicamente activa - Ocupada",7
"1304","Belgrano","Montes de Oca","Varones","de 80 y más años","Económicamente activa - Ocupada",9
"1304","Belgrano","Montes de Oca","Mujeres","de 14 años","Económicamente activa - Ocupada",3
"1304","Belgrano","Montes de Oca","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",28
"1304","Belgrano","Montes de Oca","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",66
"1304","Belgrano","Montes de Oca","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",63
"1304","Belgrano","Montes de Oca","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",82
"1304","Belgrano","Montes de Oca","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",66
"1304","Belgrano","Montes de Oca","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",43
"1304","Belgrano","Montes de Oca","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",55
"1304","Belgrano","Montes de Oca","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",57
"1304","Belgrano","Montes de Oca","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",49
"1304","Belgrano","Montes de Oca","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",30
"1304","Belgrano","Montes de Oca","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",18
"1304","Belgrano","Montes de Oca","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",6
"1304","Belgrano","Montes de Oca","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",11
"1304","Belgrano","Montes de Oca","Mujeres","de 80 y más años","Económicamente activa - Ocupada",1
"1305","Belgrano","Tortugas","Varones","de 14 años","Económicamente activa - Ocupada",4
"1305","Belgrano","Tortugas","Varones","de 15 a 19 años","Económicamente activa - Ocupada",51
"1305","Belgrano","Tortugas","Varones","de 20 a 24 años","Económicamente activa - Ocupada",73
"1305","Belgrano","Tortugas","Varones","de 25 a 29 años","Económicamente activa - Ocupada",93
"1305","Belgrano","Tortugas","Varones","de 30 a 34 años","Económicamente activa - Ocupada",94
"1305","Belgrano","Tortugas","Varones","de 35 a 39 años","Económicamente activa - Ocupada",61
"1305","Belgrano","Tortugas","Varones","de 40 a 44 años","Económicamente activa - Ocupada",65
"1305","Belgrano","Tortugas","Varones","de 45 a 49 años","Económicamente activa - Ocupada",66
"1305","Belgrano","Tortugas","Varones","de 50 a 54 años","Económicamente activa - Ocupada",67
"1305","Belgrano","Tortugas","Varones","de 55 a 59 años","Económicamente activa - Ocupada",65
"1305","Belgrano","Tortugas","Varones","de 60 a 64 años","Económicamente activa - Ocupada",38
"1305","Belgrano","Tortugas","Varones","de 65 a 69 años","Económicamente activa - Ocupada",29
"1305","Belgrano","Tortugas","Varones","de 70 a 74 años","Económicamente activa - Ocupada",12
"1305","Belgrano","Tortugas","Varones","de 75 a 79 años","Económicamente activa - Ocupada",10
"1305","Belgrano","Tortugas","Varones","de 80 y más años","Económicamente activa - Ocupada",4
"1305","Belgrano","Tortugas","Mujeres","de 14 años","Económicamente activa - Ocupada",6
"1305","Belgrano","Tortugas","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",38
"1305","Belgrano","Tortugas","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",47
"1305","Belgrano","Tortugas","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",48
"1305","Belgrano","Tortugas","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",59
"1305","Belgrano","Tortugas","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",46
"1305","Belgrano","Tortugas","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",46
"1305","Belgrano","Tortugas","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",45
"1305","Belgrano","Tortugas","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",46
"1305","Belgrano","Tortugas","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",29
"1305","Belgrano","Tortugas","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",23
"1305","Belgrano","Tortugas","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",10
"1305","Belgrano","Tortugas","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",10
"1305","Belgrano","Tortugas","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",5
"1305","Belgrano","Tortugas","Mujeres","de 80 y más años","Económicamente activa - Ocupada",3
"1803","Caseros","Arequito","Varones","de 14 años","Económicamente activa - Ocupada",3
"1803","Caseros","Arequito","Varones","de 15 a 19 años","Económicamente activa - Ocupada",106
"1803","Caseros","Arequito","Varones","de 20 a 24 años","Económicamente activa - Ocupada",191
"1803","Caseros","Arequito","Varones","de 25 a 29 años","Económicamente activa - Ocupada",232
"1803","Caseros","Arequito","Varones","de 30 a 34 años","Económicamente activa - Ocupada",225
"1803","Caseros","Arequito","Varones","de 35 a 39 años","Económicamente activa - Ocupada",222
"1803","Caseros","Arequito","Varones","de 40 a 44 años","Económicamente activa - Ocupada",180
"1803","Caseros","Arequito","Varones","de 45 a 49 años","Económicamente activa - Ocupada",193
"1803","Caseros","Arequito","Varones","de 50 a 54 años","Económicamente activa - Ocupada",194
"1803","Caseros","Arequito","Varones","de 55 a 59 años","Económicamente activa - Ocupada",171
"1803","Caseros","Arequito","Varones","de 60 a 64 años","Económicamente activa - Ocupada",174
"1803","Caseros","Arequito","Varones","de 65 a 69 años","Económicamente activa - Ocupada",82
"1803","Caseros","Arequito","Varones","de 70 a 74 años","Económicamente activa - Ocupada",43
"1803","Caseros","Arequito","Varones","de 75 a 79 años","Económicamente activa - Ocupada",20
"1803","Caseros","Arequito","Varones","de 80 y más años","Económicamente activa - Ocupada",18
"1803","Caseros","Arequito","Mujeres","de 14 años","Económicamente activa - Ocupada",5
"1803","Caseros","Arequito","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",56
"1803","Caseros","Arequito","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",137
"1803","Caseros","Arequito","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",162
"1803","Caseros","Arequito","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",154
"1803","Caseros","Arequito","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",152
"1803","Caseros","Arequito","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",126
"1803","Caseros","Arequito","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",129
"1803","Caseros","Arequito","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",131
"1803","Caseros","Arequito","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",99
"1803","Caseros","Arequito","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",64
"1803","Caseros","Arequito","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",43
"1803","Caseros","Arequito","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",32
"1803","Caseros","Arequito","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",15
"1803","Caseros","Arequito","Mujeres","de 80 y más años","Económicamente activa - Ocupada",13
"1801","Caseros","Arteaga","Varones","de 14 años","Económicamente activa - Ocupada",3
"1801","Caseros","Arteaga","Varones","de 15 a 19 años","Económicamente activa - Ocupada",60
"1801","Caseros","Arteaga","Varones","de 20 a 24 años","Económicamente activa - Ocupada",82
"1801","Caseros","Arteaga","Varones","de 25 a 29 años","Económicamente activa - Ocupada",132
"1801","Caseros","Arteaga","Varones","de 30 a 34 años","Económicamente activa - Ocupada",149
"1801","Caseros","Arteaga","Varones","de 35 a 39 años","Económicamente activa - Ocupada",113
"1801","Caseros","Arteaga","Varones","de 40 a 44 años","Económicamente activa - Ocupada",88
"1801","Caseros","Arteaga","Varones","de 45 a 49 años","Económicamente activa - Ocupada",93
"1801","Caseros","Arteaga","Varones","de 50 a 54 años","Económicamente activa - Ocupada",88
"1801","Caseros","Arteaga","Varones","de 55 a 59 años","Económicamente activa - Ocupada",104
"1801","Caseros","Arteaga","Varones","de 60 a 64 años","Económicamente activa - Ocupada",76
"1801","Caseros","Arteaga","Varones","de 65 a 69 años","Económicamente activa - Ocupada",57
"1801","Caseros","Arteaga","Varones","de 70 a 74 años","Económicamente activa - Ocupada",36
"1801","Caseros","Arteaga","Varones","de 75 a 79 años","Económicamente activa - Ocupada",11
"1801","Caseros","Arteaga","Varones","de 80 y más años","Económicamente activa - Ocupada",6
"1801","Caseros","Arteaga","Mujeres","de 14 años","Económicamente activa - Ocupada",3
"1801","Caseros","Arteaga","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",25
"1801","Caseros","Arteaga","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",47
"1801","Caseros","Arteaga","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",92
"1801","Caseros","Arteaga","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",125
"1801","Caseros","Arteaga","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",69
"1801","Caseros","Arteaga","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",70
"1801","Caseros","Arteaga","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",58
"1801","Caseros","Arteaga","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",46
"1801","Caseros","Arteaga","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",66
"1801","Caseros","Arteaga","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",51
"1801","Caseros","Arteaga","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",21
"1801","Caseros","Arteaga","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",14
"1801","Caseros","Arteaga","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",9
"1801","Caseros","Arteaga","Mujeres","de 80 y más años","Económicamente activa - Ocupada",8
"1811","Caseros","Berabevú","Varones","de 14 años","Económicamente activa - Ocupada",7
"1811","Caseros","Berabevú","Varones","de 15 a 19 años","Económicamente activa - Ocupada",39
"1811","Caseros","Berabevú","Varones","de 20 a 24 años","Económicamente activa - Ocupada",72
"1811","Caseros","Berabevú","Varones","de 25 a 29 años","Económicamente activa - Ocupada",77
"1811","Caseros","Berabevú","Varones","de 30 a 34 años","Económicamente activa - Ocupada",67
"1811","Caseros","Berabevú","Varones","de 35 a 39 años","Económicamente activa - Ocupada",66
"1811","Caseros","Berabevú","Varones","de 40 a 44 años","Económicamente activa - Ocupada",55
"1811","Caseros","Berabevú","Varones","de 45 a 49 años","Económicamente activa - Ocupada",59
"1811","Caseros","Berabevú","Varones","de 50 a 54 años","Económicamente activa - Ocupada",72
"1811","Caseros","Berabevú","Varones","de 55 a 59 años","Económicamente activa - Ocupada",69
"1811","Caseros","Berabevú","Varones","de 60 a 64 años","Económicamente activa - Ocupada",57
"1811","Caseros","Berabevú","Varones","de 65 a 69 años","Económicamente activa - Ocupada",25
"1811","Caseros","Berabevú","Varones","de 70 a 74 años","Económicamente activa - Ocupada",11
"1811","Caseros","Berabevú","Varones","de 75 a 79 años","Económicamente activa - Ocupada",7
"1811","Caseros","Berabevú","Varones","de 80 y más años","Económicamente activa - Ocupada",2
"1811","Caseros","Berabevú","Mujeres","de 14 años","Económicamente activa - Ocupada",1
"1811","Caseros","Berabevú","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",18
"1811","Caseros","Berabevú","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",37
"1811","Caseros","Berabevú","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",41
"1811","Caseros","Berabevú","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",55
"1811","Caseros","Berabevú","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",45
"1811","Caseros","Berabevú","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",49
"1811","Caseros","Berabevú","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",58
"1811","Caseros","Berabevú","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",49
"1811","Caseros","Berabevú","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",31
"1811","Caseros","Berabevú","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",17
"1811","Caseros","Berabevú","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",16
"1811","Caseros","Berabevú","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",12
"1811","Caseros","Berabevú","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",2
"1811","Caseros","Berabevú","Mujeres","de 80 y más años","Económicamente activa - Ocupada",3
"1807","Caseros","Bigand","Varones","de 14 años","Económicamente activa - Ocupada",6
"1807","Caseros","Bigand","Varones","de 15 a 19 años","Económicamente activa - Ocupada",92
"1807","Caseros","Bigand","Varones","de 20 a 24 años","Económicamente activa - Ocupada",139
"1807","Caseros","Bigand","Varones","de 25 a 29 años","Económicamente activa - Ocupada",181
"1807","Caseros","Bigand","Varones","de 30 a 34 años","Económicamente activa - Ocupada",207
"1807","Caseros","Bigand","Varones","de 35 a 39 años","Económicamente activa - Ocupada",155
"1807","Caseros","Bigand","Varones","de 40 a 44 años","Económicamente activa - Ocupada",135
"1807","Caseros","Bigand","Varones","de 45 a 49 años","Económicamente activa - Ocupada",130
"1807","Caseros","Bigand","Varones","de 50 a 54 años","Económicamente activa - Ocupada",132
"1807","Caseros","Bigand","Varones","de 55 a 59 años","Económicamente activa - Ocupada",151
"1807","Caseros","Bigand","Varones","de 60 a 64 años","Económicamente activa - Ocupada",111
"1807","Caseros","Bigand","Varones","de 65 a 69 años","Económicamente activa - Ocupada",53
"1807","Caseros","Bigand","Varones","de 70 a 74 años","Económicamente activa - Ocupada",39
"1807","Caseros","Bigand","Varones","de 75 a 79 años","Económicamente activa - Ocupada",23
"1807","Caseros","Bigand","Varones","de 80 y más años","Económicamente activa - Ocupada",21
"1807","Caseros","Bigand","Mujeres","de 14 años","Económicamente activa - Ocupada",1
"1807","Caseros","Bigand","Mujeres","de 15 a 19 años","Económicamente activa - Ocupada",42
"1807","Caseros","Bigand","Mujeres","de 20 a 24 años","Económicamente activa - Ocupada",100
"1807","Caseros","Bigand","Mujeres","de 25 a 29 años","Económicamente activa - Ocupada",135
"1807","Caseros","Bigand","Mujeres","de 30 a 34 años","Económicamente activa - Ocupada",153
"1807","Caseros","Bigand","Mujeres","de 35 a 39 años","Económicamente activa - Ocupada",109
"1807","Caseros","Bigand","Mujeres","de 40 a 44 años","Económicamente activa - Ocupada",107
"1807","Caseros","Bigand","Mujeres","de 45 a 49 años","Económicamente activa - Ocupada",97
"1807","Caseros","Bigand","Mujeres","de 50 a 54 años","Económicamente activa - Ocupada",129
"1807","Caseros","Bigand","Mujeres","de 55 a 59 años","Económicamente activa - Ocupada",85
"1807","Caseros","Bigand","Mujeres","de 60 a 64 años","Económicamente activa - Ocupada",58
"1807","Caseros","Bigand","Mujeres","de 65 a 69 años","Económicamente activa - Ocupada",30
"1807","Caseros","Bigand","Mujeres","de 70 a 74 años","Económicamente activa - Ocupada",17
"1807","Caseros","Bigand","Mujeres","de 75 a 79 años","Económicamente activa - Ocupada",22
"1807","Caseros","Bigand","Mujeres","de 80 y más años","Económicamente activa - Ocupada",15
