"id_distrito","Departamento","Distrito","Sexo","Grupo de edad","Educación alcanzada","Población"
"1306","Belgrano","Armstrong","Varones","de 30 a 39 años","Primario Completo",224
"1306","Belgrano","Armstrong","Varones","de 30 a 39 años","Secundario Incompleto",164
"1306","Belgrano","Armstrong","Varones","de 30 a 39 años","Secundario Completo",261
"1306","Belgrano","Armstrong","Varones","de 30 a 39 años","Superior no universitario Incompleto",23
"1306","Belgrano","Armstrong","Varones","de 30 a 39 años","Superior no universitario Completo",45
"1306","Belgrano","Armstrong","Varones","de 30 a 39 años","Superior universitario Incompleto",29
"1306","Belgrano","Armstrong","Varones","de 30 a 39 años","Superior universitario Completo",50
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Sin instrucción",3
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Inicial",1
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Primario Incompleto",41
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Primario Completo",255
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Secundario Incompleto",111
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Secundario Completo",178
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Superior no universitario Incompleto",11
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Superior no universitario Completo",13
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Superior universitario Incompleto",23
"1306","Belgrano","Armstrong","Varones","de 40 a 49 años","Superior universitario Completo",45
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Sin instrucción",9
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Inicial",2
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Primario Incompleto",55
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Primario Completo",251
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Secundario Incompleto",61
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Secundario Completo",113
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Superior no universitario Incompleto",3
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Superior no universitario Completo",23
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Superior universitario Incompleto",14
"1306","Belgrano","Armstrong","Varones","de 50 a 59 años","Superior universitario Completo",31
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Sin instrucción",10
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Inicial",1
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Primario Incompleto",84
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Primario Completo",250
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Secundario Incompleto",39
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Secundario Completo",64
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Superior no universitario Incompleto",3
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Superior no universitario Completo",3
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Superior universitario Incompleto",8
"1306","Belgrano","Armstrong","Varones","de 60 a 69 años","Superior universitario Completo",9
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Sin instrucción",9
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Primario Incompleto",99
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Primario Completo",166
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Secundario Incompleto",6
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Secundario Completo",16
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Superior no universitario Completo",4
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Superior universitario Incompleto",1
"1306","Belgrano","Armstrong","Varones","de 70 a 79 años","Superior universitario Completo",4
"1306","Belgrano","Armstrong","Varones","de 80 y más años","Sin instrucción",4
"1306","Belgrano","Armstrong","Varones","de 80 y más años","Primario Incompleto",51
"1306","Belgrano","Armstrong","Varones","de 80 y más años","Primario Completo",54
"1306","Belgrano","Armstrong","Varones","de 80 y más años","Secundario Incompleto",5
"1306","Belgrano","Armstrong","Varones","de 80 y más años","Secundario Completo",4
"1306","Belgrano","Armstrong","Varones","de 80 y más años","Superior no universitario Completo",1
"1306","Belgrano","Armstrong","Varones","de 80 y más años","Superior universitario Completo",1
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Sin instrucción",1
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Primario Incompleto",27
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Primario Completo",40
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Secundario Incompleto",282
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Secundario Completo",25
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Superior no universitario Incompleto",13
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Superior no universitario Completo",2
"1306","Belgrano","Armstrong","Mujeres","de 15 a 19 años","Superior universitario Incompleto",52
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Primario Incompleto",14
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Primario Completo",37
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Secundario Incompleto",107
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Secundario Completo",115
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Superior no universitario Incompleto",40
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Superior no universitario Completo",14
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Superior universitario Incompleto",74
"1306","Belgrano","Armstrong","Mujeres","de 20 a 24 años","Superior universitario Completo",8
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Primario Incompleto",11
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Primario Completo",67
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Secundario Incompleto",68
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Secundario Completo",141
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Superior no universitario Incompleto",30
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Superior no universitario Completo",64
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Superior universitario Incompleto",34
"1306","Belgrano","Armstrong","Mujeres","de 25 a 29 años","Superior universitario Completo",32
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Sin instrucción",4
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Primario Incompleto",29
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Primario Completo",164
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Secundario Incompleto",116
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Secundario Completo",243
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Superior no universitario Incompleto",42
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Superior no universitario Completo",162
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Superior universitario Incompleto",31
"1306","Belgrano","Armstrong","Mujeres","de 30 a 39 años","Superior universitario Completo",62
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Primario Incompleto",40
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Primario Completo",248
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Secundario Incompleto",74
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Secundario Completo",131
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Superior no universitario Incompleto",11
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Superior no universitario Completo",125
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Superior universitario Incompleto",9
"1306","Belgrano","Armstrong","Mujeres","de 40 a 49 años","Superior universitario Completo",35
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Sin instrucción",5
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Inicial",5
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Primario Incompleto",47
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Primario Completo",286
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Secundario Incompleto",55
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Secundario Completo",145
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Superior no universitario Incompleto",5
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Superior no universitario Completo",51
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Superior universitario Incompleto",11
"1306","Belgrano","Armstrong","Mujeres","de 50 a 59 años","Superior universitario Completo",16
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Sin instrucción",10
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Primario Incompleto",104
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Primario Completo",307
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Secundario Incompleto",36
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Secundario Completo",76
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Superior no universitario Incompleto",2
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Superior no universitario Completo",29
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Superior universitario Incompleto",2
"1306","Belgrano","Armstrong","Mujeres","de 60 a 69 años","Superior universitario Completo",10
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Sin instrucción",16
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Primario Incompleto",159
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Primario Completo",193
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Secundario Incompleto",10
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Secundario Completo",18
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Superior no universitario Incompleto",1
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Superior no universitario Completo",11
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Superior universitario Incompleto",1
"1306","Belgrano","Armstrong","Mujeres","de 70 a 79 años","Superior universitario Completo",2
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Sin instrucción",32
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Inicial",2
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Primario Incompleto",142
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Primario Completo",94
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Secundario Incompleto",6
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Secundario Completo",4
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Superior no universitario Completo",5
"1306","Belgrano","Armstrong","Mujeres","de 80 y más años","Superior universitario Completo",2
"1301","Belgrano","Bouquet","Varones","de 15 a 19 años","Primario Incompleto",6
"1301","Belgrano","Bouquet","Varones","de 15 a 19 años","Primario Completo",12
"1301","Belgrano","Bouquet","Varones","de 15 a 19 años","Secundario Incompleto",37
"1301","Belgrano","Bouquet","Varones","de 15 a 19 años","Secundario Completo",4
"1301","Belgrano","Bouquet","Varones","de 15 a 19 años","Superior no universitario Incompleto",2
"1301","Belgrano","Bouquet","Varones","de 15 a 19 años","Superior universitario Incompleto",3
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Sin instrucción",1
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Primario Incompleto",5
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Primario Completo",7
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Secundario Incompleto",13
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Secundario Completo",12
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Superior no universitario Incompleto",1
"1301","Belgrano","Bouquet","Varones","de 20 a 24 años","Superior universitario Incompleto",8
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Sin instrucción",2
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Primario Incompleto",3
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Primario Completo",11
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Secundario Incompleto",10
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Secundario Completo",8
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Superior no universitario Completo",5
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Superior universitario Incompleto",5
"1301","Belgrano","Bouquet","Varones","de 25 a 29 años","Superior universitario Completo",1
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Primario Incompleto",7
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Primario Completo",36
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Secundario Incompleto",21
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Secundario Completo",17
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Superior no universitario Incompleto",4
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Superior no universitario Completo",10
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Superior universitario Incompleto",2
"1301","Belgrano","Bouquet","Varones","de 30 a 39 años","Superior universitario Completo",6
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Sin instrucción",1
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Primario Incompleto",13
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Primario Completo",40
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Secundario Incompleto",13
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Secundario Completo",19
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Superior no universitario Incompleto",1
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Superior no universitario Completo",5
"1301","Belgrano","Bouquet","Varones","de 40 a 49 años","Superior universitario Completo",1
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Sin instrucción",1
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Primario Incompleto",12
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Primario Completo",34
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Secundario Incompleto",3
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Secundario Completo",8
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Superior no universitario Incompleto",1
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Superior universitario Incompleto",1
"1301","Belgrano","Bouquet","Varones","de 50 a 59 años","Superior universitario Completo",5
"1301","Belgrano","Bouquet","Varones","de 60 a 69 años","Primario Incompleto",23
"1301","Belgrano","Bouquet","Varones","de 60 a 69 años","Primario Completo",34
"1301","Belgrano","Bouquet","Varones","de 60 a 69 años","Secundario Incompleto",2
"1301","Belgrano","Bouquet","Varones","de 60 a 69 años","Secundario Completo",3
"1301","Belgrano","Bouquet","Varones","de 60 a 69 años","Superior no universitario Completo",1
"1301","Belgrano","Bouquet","Varones","de 60 a 69 años","Superior universitario Completo",2
"1301","Belgrano","Bouquet","Varones","de 70 a 79 años","Primario Incompleto",17
"1301","Belgrano","Bouquet","Varones","de 70 a 79 años","Primario Completo",27
"1301","Belgrano","Bouquet","Varones","de 70 a 79 años","Secundario Completo",1
"1301","Belgrano","Bouquet","Varones","de 70 a 79 años","Superior no universitario Incompleto",1
"1301","Belgrano","Bouquet","Varones","de 80 y más años","Sin instrucción",1
"1301","Belgrano","Bouquet","Varones","de 80 y más años","Primario Incompleto",7
"1301","Belgrano","Bouquet","Varones","de 80 y más años","Primario Completo",6
"1301","Belgrano","Bouquet","Varones","de 80 y más años","Secundario Completo",1
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Sin instrucción",1
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Primario Incompleto",1
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Primario Completo",4
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Secundario Incompleto",41
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Secundario Completo",1
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Superior no universitario Incompleto",4
"1301","Belgrano","Bouquet","Mujeres","de 15 a 19 años","Superior universitario Incompleto",8
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Primario Incompleto",3
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Primario Completo",6
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Secundario Incompleto",11
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Secundario Completo",9
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Superior no universitario Incompleto",7
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Superior no universitario Completo",2
"1301","Belgrano","Bouquet","Mujeres","de 20 a 24 años","Superior universitario Incompleto",11
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Primario Incompleto",3
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Primario Completo",10
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Secundario Incompleto",7
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Secundario Completo",16
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Superior no universitario Incompleto",1
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Superior no universitario Completo",7
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Superior universitario Incompleto",4
"1301","Belgrano","Bouquet","Mujeres","de 25 a 29 años","Superior universitario Completo",5
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Inicial",1
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Primario Incompleto",5
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Primario Completo",18
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Secundario Incompleto",12
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Secundario Completo",30
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Superior no universitario Incompleto",1
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Superior no universitario Completo",19
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Superior universitario Incompleto",2
"1301","Belgrano","Bouquet","Mujeres","de 30 a 39 años","Superior universitario Completo",7
"1301","Belgrano","Bouquet","Mujeres","de 40 a 49 años","Primario Incompleto",6
"1301","Belgrano","Bouquet","Mujeres","de 40 a 49 años","Primario Completo",38
"1301","Belgrano","Bouquet","Mujeres","de 40 a 49 años","Secundario Incompleto",4
"1301","Belgrano","Bouquet","Mujeres","de 40 a 49 años","Secundario Completo",16
"1301","Belgrano","Bouquet","Mujeres","de 40 a 49 años","Superior no universitario Completo",19
"1301","Belgrano","Bouquet","Mujeres","de 40 a 49 años","Superior universitario Completo",1
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Sin instrucción",1
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Primario Incompleto",11
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Primario Completo",33
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Secundario Incompleto",7
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Secundario Completo",15
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Superior no universitario Completo",4
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Superior universitario Incompleto",1
"1301","Belgrano","Bouquet","Mujeres","de 50 a 59 años","Superior universitario Completo",1
"1301","Belgrano","Bouquet","Mujeres","de 60 a 69 años","Sin instrucción",1
"1301","Belgrano","Bouquet","Mujeres","de 60 a 69 años","Primario Incompleto",10
"1301","Belgrano","Bouquet","Mujeres","de 60 a 69 años","Primario Completo",45
"1301","Belgrano","Bouquet","Mujeres","de 60 a 69 años","Secundario Incompleto",5
"1301","Belgrano","Bouquet","Mujeres","de 60 a 69 años","Secundario Completo",7
"1301","Belgrano","Bouquet","Mujeres","de 60 a 69 años","Superior no universitario Completo",5
"1301","Belgrano","Bouquet","Mujeres","de 70 a 79 años","Sin instrucción",1
"1301","Belgrano","Bouquet","Mujeres","de 70 a 79 años","Primario Incompleto",12
"1301","Belgrano","Bouquet","Mujeres","de 70 a 79 años","Primario Completo",19
"1301","Belgrano","Bouquet","Mujeres","de 70 a 79 años","Secundario Incompleto",1
"1301","Belgrano","Bouquet","Mujeres","de 70 a 79 años","Secundario Completo",4
"1301","Belgrano","Bouquet","Mujeres","de 70 a 79 años","Superior no universitario Completo",1
"1301","Belgrano","Bouquet","Mujeres","de 80 y más años","Sin instrucción",1
"1301","Belgrano","Bouquet","Mujeres","de 80 y más años","Primario Incompleto",11
"1301","Belgrano","Bouquet","Mujeres","de 80 y más años","Primario Completo",11
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Sin instrucción",2
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Primario Incompleto",75
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Primario Completo",83
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Secundario Incompleto",293
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Secundario Completo",17
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Superior no universitario Incompleto",9
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Superior no universitario Completo",1
"1303","Belgrano","Las Parejas","Varones","de 15 a 19 años","Superior universitario Incompleto",11
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Sin instrucción",1
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Primario Incompleto",48
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Primario Completo",93
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Secundario Incompleto",180
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Secundario Completo",108
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Superior no universitario Incompleto",23
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Superior no universitario Completo",5
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Superior universitario Incompleto",46
"1303","Belgrano","Las Parejas","Varones","de 20 a 24 años","Superior universitario Completo",5
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Sin instrucción",3
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Primario Incompleto",47
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Primario Completo",118
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Secundario Incompleto",134
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Secundario Completo",143
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Superior no universitario Incompleto",13
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Superior no universitario Completo",12
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Superior universitario Incompleto",31
"1303","Belgrano","Las Parejas","Varones","de 25 a 29 años","Superior universitario Completo",31
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Sin instrucción",5
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Primario Incompleto",97
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Primario Completo",267
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Secundario Incompleto",209
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Secundario Completo",220
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Superior no universitario Incompleto",23
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Superior no universitario Completo",37
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Superior universitario Incompleto",36
"1303","Belgrano","Las Parejas","Varones","de 30 a 39 años","Superior universitario Completo",46
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Sin instrucción",12
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Primario Incompleto",94
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Primario Completo",263
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Secundario Incompleto",104
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Secundario Completo",170
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Superior no universitario Incompleto",12
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Superior no universitario Completo",17
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Superior universitario Incompleto",18
"1303","Belgrano","Las Parejas","Varones","de 40 a 49 años","Superior universitario Completo",27
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Sin instrucción",19
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Primario Incompleto",126
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Primario Completo",305
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Secundario Incompleto",68
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Secundario Completo",98
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Superior no universitario Incompleto",4
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Superior no universitario Completo",9
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Superior universitario Incompleto",13
"1303","Belgrano","Las Parejas","Varones","de 50 a 59 años","Superior universitario Completo",19
"1303","Belgrano","Las Parejas","Varones","de 60 a 69 años","Sin instrucción",16
"1303","Belgrano","Las Parejas","Varones","de 60 a 69 años","Inicial",1
